id,osm_node_id,district,latitude,longitude,name,crossing_barrier,crossing_activation,crossing_supervision,crossing_light,crossing_bell,access,osm_url
osm-node-566142879,566142879,East Singhbhum,22.7497246,86.2449489,,,,,,,,https://www.openstreetmap.org/node/566142879
osm-node-566143121,566143121,East Singhbhum,22.7322609,86.2861142,,full,local,attendant,,,,https://www.openstreetmap.org/node/566143121
osm-node-566144904,566144904,East Singhbhum,22.6932686,86.2013282,,,,,,,,https://www.openstreetmap.org/node/566144904
osm-node-566146084,566146084,East Singhbhum,22.7382516,86.1964665,,full,local,attendant,,,,https://www.openstreetmap.org/node/566146084
osm-node-566146244,566146244,East Singhbhum,22.7491397,86.2008327,,,,,,,,https://www.openstreetmap.org/node/566146244
osm-node-566146540,566146540,East Singhbhum,22.7575076,86.2089924,,,,,,,,https://www.openstreetmap.org/node/566146540
osm-node-566150089,566150089,East Singhbhum,22.7806416,86.184863,,,,,,,,https://www.openstreetmap.org/node/566150089
osm-node-577490113,577490113,East Singhbhum,22.7129349,86.3124196,,,,,,,,https://www.openstreetmap.org/node/577490113
osm-node-749453276,749453276,East Singhbhum,22.7557834,86.2380478,,,,,,,,https://www.openstreetmap.org/node/749453276
osm-node-1323456197,1323456197,East Singhbhum,22.5307839,86.1581486,,,,,,,,https://www.openstreetmap.org/node/1323456197
osm-node-1323456373,1323456373,East Singhbhum,22.5754592,86.1485945,,full,local,attendant,,,,https://www.openstreetmap.org/node/1323456373
osm-node-1323457006,1323457006,East Singhbhum,22.7598669,86.2229523,,,,,,,,https://www.openstreetmap.org/node/1323457006
osm-node-1323457082,1323457082,East Singhbhum,22.7672669,86.2115999,,no,,,,,,https://www.openstreetmap.org/node/1323457082
osm-node-1323457101,1323457101,East Singhbhum,22.7679717,86.2121269,,no,,,,,,https://www.openstreetmap.org/node/1323457101
osm-node-1323457147,1323457147,East Singhbhum,22.7691474,86.212428,,no,,,,,,https://www.openstreetmap.org/node/1323457147
osm-node-1347805884,1347805884,East Singhbhum,22.7552123,86.2371439,,,,,,,,https://www.openstreetmap.org/node/1347805884
osm-node-1347805892,1347805892,East Singhbhum,22.7852292,86.214068,,no,,,,,,https://www.openstreetmap.org/node/1347805892
osm-node-2519245921,2519245921,East Singhbhum,22.7498341,86.2449977,,,,,,,,https://www.openstreetmap.org/node/2519245921
osm-node-2519533976,2519533976,East Singhbhum,22.5915891,86.4681217,,,,,,,,https://www.openstreetmap.org/node/2519533976
osm-node-2519534157,2519534157,East Singhbhum,22.6578669,86.3725485,,,,,,,,https://www.openstreetmap.org/node/2519534157
osm-node-2519555631,2519555631,East Singhbhum,22.4755519,86.6856687,,,,,,,,https://www.openstreetmap.org/node/2519555631
osm-node-2519555691,2519555691,East Singhbhum,22.4789972,86.6867655,,,,,,,,https://www.openstreetmap.org/node/2519555691
osm-node-2519555762,2519555762,East Singhbhum,22.4803348,86.7474871,,,,,,,,https://www.openstreetmap.org/node/2519555762
osm-node-2519555790,2519555790,East Singhbhum,22.4827447,86.7793585,,,,,,,,https://www.openstreetmap.org/node/2519555790
osm-node-2519555791,2519555791,East Singhbhum,22.4827073,86.7793637,,,,,,,,https://www.openstreetmap.org/node/2519555791
osm-node-2519555951,2519555951,East Singhbhum,22.5139347,86.5423376,,full,local,attendant,,,,https://www.openstreetmap.org/node/2519555951
osm-node-2519556017,2519556017,East Singhbhum,22.547589,86.5179407,,,,,,,,https://www.openstreetmap.org/node/2519556017
osm-node-2519556018,2519556018,East Singhbhum,22.5475901,86.5180077,,,,,,,,https://www.openstreetmap.org/node/2519556018
osm-node-2519556080,2519556080,East Singhbhum,22.5837772,86.4839167,,,,,,,,https://www.openstreetmap.org/node/2519556080
osm-node-2689354030,2689354030,East Singhbhum,22.6181953,86.1675818,,full,local,attendant,,,,https://www.openstreetmap.org/node/2689354030
osm-node-2689354296,2689354296,East Singhbhum,22.6525182,86.4031985,,full,local,attendant,,,,https://www.openstreetmap.org/node/2689354296
osm-node-2689354300,2689354300,East Singhbhum,22.6525583,86.4032244,,full,local,attendant,,,,https://www.openstreetmap.org/node/2689354300
osm-node-3015052272,3015052272,East Singhbhum,22.6713847,86.3565442,,full,local,attendant,,,,https://www.openstreetmap.org/node/3015052272
osm-node-3015052273,3015052273,East Singhbhum,22.6714529,86.3566251,,full,local,attendant,,,,https://www.openstreetmap.org/node/3015052273
osm-node-5578326000,5578326000,East Singhbhum,22.795721,86.2006416,,,,,,,,https://www.openstreetmap.org/node/5578326000
osm-node-6035863908,6035863908,East Singhbhum,22.5969017,86.1426114,,full,local,attendant,,,,https://www.openstreetmap.org/node/6035863908
osm-node-6035886635,6035886635,East Singhbhum,22.5420805,86.1552407,,full,local,attendant,,,,https://www.openstreetmap.org/node/6035886635
osm-node-6132277290,6132277290,East Singhbhum,22.5837315,86.4838822,,,,,,,,https://www.openstreetmap.org/node/6132277290
osm-node-6132277299,6132277299,East Singhbhum,22.5103743,86.5467849,,,,,,,,https://www.openstreetmap.org/node/6132277299
osm-node-6132277331,6132277331,East Singhbhum,22.6565385,86.3897978,,,,,,,,https://www.openstreetmap.org/node/6132277331
osm-node-6132277710,6132277710,East Singhbhum,22.4790891,86.731688,,,,,,,,https://www.openstreetmap.org/node/6132277710
osm-node-6132277782,6132277782,East Singhbhum,22.480273,86.7474834,,,,,,,,https://www.openstreetmap.org/node/6132277782
osm-node-6132277990,6132277990,East Singhbhum,22.5518278,86.1518828,,,,,,,,https://www.openstreetmap.org/node/6132277990
osm-node-6132278008,6132278008,East Singhbhum,22.5138987,86.5422983,,full,local,attendant,,,,https://www.openstreetmap.org/node/6132278008
osm-node-6132278055,6132278055,East Singhbhum,22.7082656,86.3178887,,,,,,,,https://www.openstreetmap.org/node/6132278055
osm-node-6251363594,6251363594,East Singhbhum,22.6867296,86.3431286,,,,,,,,https://www.openstreetmap.org/node/6251363594
osm-node-6251363719,6251363719,East Singhbhum,22.5164754,86.1555982,,,,,,,,https://www.openstreetmap.org/node/6251363719
osm-node-6251363726,6251363726,East Singhbhum,22.5415823,86.521728,,,,,,,,https://www.openstreetmap.org/node/6251363726
osm-node-6251363748,6251363748,East Singhbhum,22.4786255,86.5955735,,,,,,,,https://www.openstreetmap.org/node/6251363748
osm-node-6251363762,6251363762,East Singhbhum,22.4915045,86.5707309,,,,,,,,https://www.openstreetmap.org/node/6251363762
osm-node-6251364918,6251364918,East Singhbhum,22.6575107,86.3724918,,,,,,,,https://www.openstreetmap.org/node/6251364918
osm-node-6251365715,6251365715,East Singhbhum,22.568937,86.1489962,,,,,,,,https://www.openstreetmap.org/node/6251365715
osm-node-6251365766,6251365766,East Singhbhum,22.5488609,86.1528841,,,,,,,,https://www.openstreetmap.org/node/6251365766
osm-node-6251366038,6251366038,East Singhbhum,22.554432,86.1509738,,,,,,,,https://www.openstreetmap.org/node/6251366038
osm-node-6251366468,6251366468,East Singhbhum,22.7742934,86.1941732,,,,,,,,https://www.openstreetmap.org/node/6251366468
osm-node-6251366600,6251366600,East Singhbhum,22.7745101,86.1937403,,,,,,,,https://www.openstreetmap.org/node/6251366600
osm-node-6251366843,6251366843,East Singhbhum,22.7558213,86.2381101,,,,,,,,https://www.openstreetmap.org/node/6251366843
osm-node-6960352066,6960352066,East Singhbhum,22.4791309,86.7316947,,,,,,,,https://www.openstreetmap.org/node/6960352066
osm-node-6960352067,6960352067,East Singhbhum,22.4788666,86.6709841,,,,,,,,https://www.openstreetmap.org/node/6960352067
osm-node-6960352069,6960352069,East Singhbhum,22.4787212,86.5956156,,,,,,,,https://www.openstreetmap.org/node/6960352069
osm-node-6960352070,6960352070,East Singhbhum,22.4915372,86.570783,,,,,,,,https://www.openstreetmap.org/node/6960352070
osm-node-6960352071,6960352071,East Singhbhum,22.5103953,86.5468434,,,,,,,,https://www.openstreetmap.org/node/6960352071
osm-node-6960352073,6960352073,East Singhbhum,22.5416245,86.5217966,,,,,,,,https://www.openstreetmap.org/node/6960352073
osm-node-6960352075,6960352075,East Singhbhum,22.626536,86.4380831,,,,,,,,https://www.openstreetmap.org/node/6960352075
osm-node-6960352076,6960352076,East Singhbhum,22.6451773,86.416537,,,,,,,,https://www.openstreetmap.org/node/6960352076
osm-node-6960352077,6960352077,East Singhbhum,22.6565988,86.3897924,,,,,,,,https://www.openstreetmap.org/node/6960352077
osm-node-6960352078,6960352078,East Singhbhum,22.6867632,86.3431682,,,,,,,,https://www.openstreetmap.org/node/6960352078
osm-node-6960352079,6960352079,East Singhbhum,22.6967986,86.3314268,,,,,,,,https://www.openstreetmap.org/node/6960352079
osm-node-6960352080,6960352080,East Singhbhum,22.7083034,86.3179338,,,,,,,,https://www.openstreetmap.org/node/6960352080
osm-node-6960352081,6960352081,East Singhbhum,22.7129736,86.3124626,,,,,,,,https://www.openstreetmap.org/node/6960352081
osm-node-6960352082,6960352082,East Singhbhum,22.7193096,86.3051429,,,,,,,,https://www.openstreetmap.org/node/6960352082
osm-node-7014415280,7014415280,East Singhbhum,22.7805959,86.1848889,,,,,,,,https://www.openstreetmap.org/node/7014415280
osm-node-7014423788,7014423788,East Singhbhum,22.7805341,86.1848983,,,,,,,,https://www.openstreetmap.org/node/7014423788
osm-node-7016295078,7016295078,East Singhbhum,22.7500734,86.2451568,,,,,,,,https://www.openstreetmap.org/node/7016295078
osm-node-7016304885,7016304885,East Singhbhum,22.7553073,86.2372394,,,,,,,,https://www.openstreetmap.org/node/7016304885
osm-node-7016334168,7016334168,East Singhbhum,22.7521746,86.2465475,,,,,,,private,https://www.openstreetmap.org/node/7016334168
osm-node-7016700424,7016700424,East Singhbhum,22.7444809,86.2572608,,,,,,,,https://www.openstreetmap.org/node/7016700424
osm-node-7016700425,7016700425,East Singhbhum,22.7445254,86.2572894,,,,,,,,https://www.openstreetmap.org/node/7016700425
osm-node-7141152260,7141152260,East Singhbhum,22.7516347,86.2030683,,,,,,,,https://www.openstreetmap.org/node/7141152260
osm-node-7141201797,7141201797,East Singhbhum,22.7836262,86.1976832,,,,,,,,https://www.openstreetmap.org/node/7141201797
osm-node-7209178696,7209178696,East Singhbhum,22.6384835,86.1875107,,,,,,,,https://www.openstreetmap.org/node/7209178696
osm-node-7209178697,7209178697,East Singhbhum,22.6298072,86.1811319,,,,,,,,https://www.openstreetmap.org/node/7209178697
osm-node-7902998497,7902998497,East Singhbhum,22.5038137,86.5547387,,,,,,,,https://www.openstreetmap.org/node/7902998497
osm-node-7902998498,7902998498,East Singhbhum,22.5039716,86.5548551,,,,,,,,https://www.openstreetmap.org/node/7902998498
osm-node-7902998499,7902998499,East Singhbhum,22.5041798,86.5550116,,,,,,,,https://www.openstreetmap.org/node/7902998499
osm-node-7902998515,7902998515,East Singhbhum,22.5041381,86.5554473,,,,,,,,https://www.openstreetmap.org/node/7902998515
osm-node-7902998516,7902998516,East Singhbhum,22.4767934,86.6145746,,,,,,,,https://www.openstreetmap.org/node/7902998516
osm-node-7902998517,7902998517,East Singhbhum,22.4768844,86.6145858,,,,,,,,https://www.openstreetmap.org/node/7902998517
osm-node-7906126056,7906126056,East Singhbhum,22.6202478,86.1715516,,,,,,,,https://www.openstreetmap.org/node/7906126056
osm-node-8090797059,8090797059,East Singhbhum,22.7518443,86.2463909,,,,,,,private,https://www.openstreetmap.org/node/8090797059
osm-node-8494162340,8494162340,East Singhbhum,22.7546678,86.2400067,,,,,,,private,https://www.openstreetmap.org/node/8494162340
osm-node-8494162341,8494162341,East Singhbhum,22.7545237,86.2400197,,,,,,,private,https://www.openstreetmap.org/node/8494162341
osm-node-8494162342,8494162342,East Singhbhum,22.754806,86.2399943,,,,,,,private,https://www.openstreetmap.org/node/8494162342
osm-node-8494162343,8494162343,East Singhbhum,22.7547719,86.2399973,,,,,,,private,https://www.openstreetmap.org/node/8494162343
osm-node-8494162344,8494162344,East Singhbhum,22.7547165,86.2400023,,,,,,,private,https://www.openstreetmap.org/node/8494162344
osm-node-8494162345,8494162345,East Singhbhum,22.7546044,86.2400124,,,,,,,private,https://www.openstreetmap.org/node/8494162345
osm-node-8494162346,8494162346,East Singhbhum,22.7544612,86.2400253,,,,,,,private,https://www.openstreetmap.org/node/8494162346
osm-node-8494162347,8494162347,East Singhbhum,22.7535896,86.2425132,,,,,,,private,https://www.openstreetmap.org/node/8494162347
osm-node-8494162348,8494162348,East Singhbhum,22.7536529,86.2425506,,,,,,,private,https://www.openstreetmap.org/node/8494162348
osm-node-8494162349,8494162349,East Singhbhum,22.7538683,86.2426783,,,,,,,private,https://www.openstreetmap.org/node/8494162349
osm-node-8494162350,8494162350,East Singhbhum,22.753818,86.2426485,,,,,,,private,https://www.openstreetmap.org/node/8494162350
osm-node-8494162351,8494162351,East Singhbhum,22.7537687,86.2426193,,,,,,,private,https://www.openstreetmap.org/node/8494162351
osm-node-8516252324,8516252324,East Singhbhum,22.7519743,86.2464376,,,,,,,private,https://www.openstreetmap.org/node/8516252324
osm-node-8516252325,8516252325,East Singhbhum,22.7520893,86.2464859,,,,,,,private,https://www.openstreetmap.org/node/8516252325
osm-node-9214480672,9214480672,East Singhbhum,22.7323226,86.2861737,,full,local,attendant,,,,https://www.openstreetmap.org/node/9214480672
osm-node-9273072159,9273072159,East Singhbhum,22.7527714,86.2042061,,,,,,,,https://www.openstreetmap.org/node/9273072159
osm-node-9273075390,9273075390,East Singhbhum,22.7309019,86.1959674,,full,,,,,,https://www.openstreetmap.org/node/9273075390
osm-node-9273088027,9273088027,East Singhbhum,22.7105653,86.2008031,,full,local,attendant,,,,https://www.openstreetmap.org/node/9273088027
osm-node-9273228323,9273228323,East Singhbhum,22.7751589,86.1937415,,,,,,,,https://www.openstreetmap.org/node/9273228323
osm-node-9273228332,9273228332,East Singhbhum,22.7731292,86.1960987,,,,,,,,https://www.openstreetmap.org/node/9273228332
osm-node-9396018523,9396018523,East Singhbhum,22.667976,86.2039285,,,,,,,,https://www.openstreetmap.org/node/9396018523
osm-node-9396095407,9396095407,East Singhbhum,22.6603765,86.2001353,,,,,,,,https://www.openstreetmap.org/node/9396095407
osm-node-9396357048,9396357048,East Singhbhum,22.6554686,86.1965662,,,,,,,,https://www.openstreetmap.org/node/9396357048
osm-node-9396569453,9396569453,East Singhbhum,22.5000073,86.1540492,,,,,,,,https://www.openstreetmap.org/node/9396569453
osm-node-9396569523,9396569523,East Singhbhum,22.501509,86.1540755,,,,,,,,https://www.openstreetmap.org/node/9396569523
osm-node-9396613296,9396613296,East Singhbhum,22.5150199,86.1553925,,,,,,,,https://www.openstreetmap.org/node/9396613296
osm-node-9398134285,9398134285,East Singhbhum,22.647601,86.1909641,,,,,,,,https://www.openstreetmap.org/node/9398134285
osm-node-9398427393,9398427393,East Singhbhum,22.4745245,86.6724609,,,,,,,,https://www.openstreetmap.org/node/9398427393
osm-node-9398487755,9398487755,East Singhbhum,22.6124766,86.1572145,,full,local,attendant,,,,https://www.openstreetmap.org/node/9398487755
osm-node-9398766657,9398766657,East Singhbhum,22.6967296,86.3313586,,,,,,,,https://www.openstreetmap.org/node/9398766657
osm-node-9406559339,9406559339,East Singhbhum,22.6009593,86.1442617,,,,,,,,https://www.openstreetmap.org/node/9406559339
osm-node-9409319143,9409319143,East Singhbhum,22.4789471,86.6709698,,,,,,,,https://www.openstreetmap.org/node/9409319143
osm-node-9409319166,9409319166,East Singhbhum,22.4790696,86.6867829,,,,,,,,https://www.openstreetmap.org/node/9409319166
osm-node-9409551812,9409551812,East Singhbhum,22.6264649,86.4379902,,,,,,,,https://www.openstreetmap.org/node/9409551812
osm-node-9411774449,9411774449,East Singhbhum,22.5139647,86.5423809,,full,local,attendant,,,,https://www.openstreetmap.org/node/9411774449
osm-node-9412092580,9412092580,East Singhbhum,22.6038698,86.4556443,,full,local,attendant,,,,https://www.openstreetmap.org/node/9412092580
osm-node-9412092581,9412092581,East Singhbhum,22.603789,86.4555734,,full,local,attendant,,,,https://www.openstreetmap.org/node/9412092581
osm-node-9412515976,9412515976,East Singhbhum,22.7765388,86.1916718,,no,,,,,,https://www.openstreetmap.org/node/9412515976
osm-node-9414480729,9414480729,East Singhbhum,22.5915208,86.468091,,full,local,attendant,,,,https://www.openstreetmap.org/node/9414480729
osm-node-9414754561,9414754561,East Singhbhum,22.7832419,86.1866084,,,,,,,,https://www.openstreetmap.org/node/9414754561
osm-node-9417026247,9417026247,East Singhbhum,22.5974151,86.4548994,,,,,,,,https://www.openstreetmap.org/node/9417026247
osm-node-9417063728,9417063728,East Singhbhum,22.7894105,86.1876033,,no,,,,,,https://www.openstreetmap.org/node/9417063728
osm-node-9417063757,9417063757,East Singhbhum,22.7942202,86.1900857,,,,,,,,https://www.openstreetmap.org/node/9417063757
osm-node-9417100122,9417100122,East Singhbhum,22.7942988,86.1906311,,,,,,,,https://www.openstreetmap.org/node/9417100122
osm-node-9427295911,9427295911,East Singhbhum,22.759071,86.2248444,,,,,,,,https://www.openstreetmap.org/node/9427295911
osm-node-9427295912,9427295912,East Singhbhum,22.7591039,86.2248444,,,,,,,,https://www.openstreetmap.org/node/9427295912
osm-node-9427295913,9427295913,East Singhbhum,22.7591639,86.2248391,,,,,,,,https://www.openstreetmap.org/node/9427295913
osm-node-9427298325,9427298325,East Singhbhum,22.7599192,86.2247103,,,,,,,,https://www.openstreetmap.org/node/9427298325
osm-node-9429903045,9429903045,East Singhbhum,22.7942784,86.1936728,,no,,,,,,https://www.openstreetmap.org/node/9429903045
osm-node-9429903080,9429903080,East Singhbhum,22.7954814,86.2003565,,,,,,,,https://www.openstreetmap.org/node/9429903080
osm-node-9430209813,9430209813,East Singhbhum,22.7960585,86.1911023,,,,,,,,https://www.openstreetmap.org/node/9430209813
osm-node-9433935073,9433935073,East Singhbhum,22.7644456,86.2074484,,full,local,attendant,,,,https://www.openstreetmap.org/node/9433935073
osm-node-9435569991,9435569991,East Singhbhum,22.7647051,86.2076052,,full,local,attendant,,,,https://www.openstreetmap.org/node/9435569991
osm-node-9435569992,9435569992,East Singhbhum,22.7646929,86.2075985,,full,local,attendant,,,,https://www.openstreetmap.org/node/9435569992
osm-node-9435569993,9435569993,East Singhbhum,22.7646583,86.2075768,,full,local,attendant,,,,https://www.openstreetmap.org/node/9435569993
osm-node-9435569994,9435569994,East Singhbhum,22.7646243,86.2075556,,full,local,attendant,,,,https://www.openstreetmap.org/node/9435569994
osm-node-9435569995,9435569995,East Singhbhum,22.7646074,86.2075447,,full,local,attendant,,,,https://www.openstreetmap.org/node/9435569995
osm-node-9435569996,9435569996,East Singhbhum,22.7645852,86.2075296,,full,local,attendant,,,,https://www.openstreetmap.org/node/9435569996
osm-node-9435569997,9435569997,East Singhbhum,22.764541,86.207504,,full,local,attendant,,,,https://www.openstreetmap.org/node/9435569997
osm-node-9435569998,9435569998,East Singhbhum,22.7644959,86.2074796,,full,local,attendant,,,,https://www.openstreetmap.org/node/9435569998
osm-node-9435569999,9435569999,East Singhbhum,22.7647359,86.207624,,full,local,attendant,,,,https://www.openstreetmap.org/node/9435569999
osm-node-9435570000,9435570000,East Singhbhum,22.7640001,86.2108326,,,,,,,,https://www.openstreetmap.org/node/9435570000
osm-node-9436767058,9436767058,East Singhbhum,22.7782476,86.1939151,,,,,,,,https://www.openstreetmap.org/node/9436767058
osm-node-9436767059,9436767059,East Singhbhum,22.778153,86.1939587,,,,,,,,https://www.openstreetmap.org/node/9436767059
osm-node-9436792087,9436792087,East Singhbhum,22.7877484,86.2037018,,,,,,,,https://www.openstreetmap.org/node/9436792087
osm-node-9558689662,9558689662,East Singhbhum,22.7598558,86.224653,,,,,,,,https://www.openstreetmap.org/node/9558689662
osm-node-9558689679,9558689679,East Singhbhum,22.7733145,86.1963839,,no,,,,,,https://www.openstreetmap.org/node/9558689679
osm-node-9558689686,9558689686,East Singhbhum,22.774723,86.1974446,,no,,,,,,https://www.openstreetmap.org/node/9558689686
osm-node-9558689701,9558689701,East Singhbhum,22.7807928,86.2034337,,no,,,,,,https://www.openstreetmap.org/node/9558689701
osm-node-9558689703,9558689703,East Singhbhum,22.7808288,86.2040212,,no,,,,,,https://www.openstreetmap.org/node/9558689703
osm-node-9558699826,9558699826,East Singhbhum,22.7684999,86.2111275,,no,,,,,,https://www.openstreetmap.org/node/9558699826
osm-node-9558756634,9558756634,East Singhbhum,22.7937832,86.1894329,,,,,,,,https://www.openstreetmap.org/node/9558756634
osm-node-9558756679,9558756679,East Singhbhum,22.7835825,86.1975937,,,,,,,,https://www.openstreetmap.org/node/9558756679
osm-node-9558756682,9558756682,East Singhbhum,22.7836008,86.1976423,,,,,,,,https://www.openstreetmap.org/node/9558756682
osm-node-9558757670,9558757670,East Singhbhum,22.7895544,86.1900524,,no,,,,,,https://www.openstreetmap.org/node/9558757670
osm-node-9558757680,9558757680,East Singhbhum,22.7895293,86.1876431,,no,,,,,,https://www.openstreetmap.org/node/9558757680
osm-node-9558761436,9558761436,East Singhbhum,22.7943597,86.1905922,,,,,,,,https://www.openstreetmap.org/node/9558761436
osm-node-9558761437,9558761437,East Singhbhum,22.7943283,86.1902973,,,,,,,,https://www.openstreetmap.org/node/9558761437
