id,osm_node_id,district,latitude,longitude,name,crossing_barrier,crossing_activation,crossing_supervision,crossing_light,crossing_bell,access,osm_url
osm-node-8540517218,8540517218,Ranchi,23.3445724,85.3091392,,,,,,,,https://www.openstreetmap.org/node/8540517218
osm-node-8540517219,8540517219,Ranchi,23.3445803,85.3094709,,,,,,,,https://www.openstreetmap.org/node/8540517219
osm-node-8540517220,8540517220,Ranchi,23.3445527,85.3095365,,,,,,,,https://www.openstreetmap.org/node/8540517220
osm-node-8540517223,8540517223,Ranchi,23.3412372,85.3044198,,half,,,,,,https://www.openstreetmap.org/node/8540517223
osm-node-8541455651,8541455651,Ranchi,23.3512099,85.3669925,,,,,,,,https://www.openstreetmap.org/node/8541455651
osm-node-9028532747,9028532747,Ranchi,23.2887427,85.2910502,,,,,,,,https://www.openstreetmap.org/node/9028532747
osm-node-9030242227,9030242227,Ranchi,23.3685386,85.4407026,,,,,,,,https://www.openstreetmap.org/node/9030242227
osm-node-9030246243,9030246243,Ranchi,23.3773781,84.9700664,,full,,,,,,https://www.openstreetmap.org/node/9030246243
osm-node-9030288571,9030288571,Ranchi,23.352148,85.3846188,,,,,,,,https://www.openstreetmap.org/node/9030288571
osm-node-9031045111,9031045111,Ranchi,23.3732995,85.0664113,,full,local,attendant,,,,https://www.openstreetmap.org/node/9031045111
osm-node-9031770852,9031770852,Ranchi,23.3498372,85.8445748,,full,,attendant,,,,https://www.openstreetmap.org/node/9031770852
osm-node-9031900822,9031900822,Ranchi,23.3522986,85.8551907,,full,local,attendant,,,,https://www.openstreetmap.org/node/9031900822
osm-node-9033772408,9033772408,Ranchi,23.3769992,85.8686761,,,,,,,,https://www.openstreetmap.org/node/9033772408
osm-node-9034027983,9034027983,Ranchi,23.3573119,85.8640393,,,,,,,,https://www.openstreetmap.org/node/9034027983
osm-node-9034132156,9034132156,Ranchi,23.3562426,85.8690061,,,,,,,,https://www.openstreetmap.org/node/9034132156
osm-node-9036728513,9036728513,Ranchi,23.3675131,85.0899823,,,,,,,,https://www.openstreetmap.org/node/9036728513
osm-node-9036856076,9036856076,Ranchi,23.3552339,85.7223406,,,,,,,,https://www.openstreetmap.org/node/9036856076
osm-node-9036856081,9036856081,Ranchi,23.3552788,85.7223734,,,,,,,,https://www.openstreetmap.org/node/9036856081
osm-node-9036856685,9036856685,Ranchi,23.3637067,85.4756161,,,,,,,,https://www.openstreetmap.org/node/9036856685
osm-node-9036877946,9036877946,Ranchi,23.3611499,85.4856786,,,,,,,,https://www.openstreetmap.org/node/9036877946
osm-node-9037712309,9037712309,Ranchi,23.283933,85.303123,,,,,,,,https://www.openstreetmap.org/node/9037712309
osm-node-9037841993,9037841993,Ranchi,23.360436,85.6942873,,,,,,,,https://www.openstreetmap.org/node/9037841993
osm-node-9037885449,9037885449,Ranchi,23.3539641,85.6938024,,,,,,,,https://www.openstreetmap.org/node/9037885449
osm-node-9037984478,9037984478,Ranchi,23.3814205,84.9543847,,,,,,,,https://www.openstreetmap.org/node/9037984478
osm-node-9039594264,9039594264,Ranchi,23.3758013,85.018504,,,,,,,,https://www.openstreetmap.org/node/9039594264
osm-node-9040287787,9040287787,Ranchi,23.373633,85.4446522,,,,,,,,https://www.openstreetmap.org/node/9040287787
osm-node-9040481725,9040481725,Ranchi,23.3495696,85.5912284,,,,,,,,https://www.openstreetmap.org/node/9040481725
osm-node-9049774733,9049774733,Ranchi,23.4918387,85.3994288,,,,,,,,https://www.openstreetmap.org/node/9049774733
osm-node-9050189695,9050189695,Ranchi,23.3481911,85.1376415,,,,,,,,https://www.openstreetmap.org/node/9050189695
osm-node-9050679802,9050679802,Ranchi,23.3596478,85.1092716,,,,,,,,https://www.openstreetmap.org/node/9050679802
osm-node-9052319436,9052319436,Ranchi,23.3528794,85.8159443,,full,local,attendant,,,,https://www.openstreetmap.org/node/9052319436
osm-node-9052419617,9052419617,Ranchi,23.3668615,85.7940232,,full,local,attendant,,,,https://www.openstreetmap.org/node/9052419617
osm-node-9052556038,9052556038,Ranchi,23.3565688,85.6623283,,,,,,,,https://www.openstreetmap.org/node/9052556038
osm-node-9052939502,9052939502,Ranchi,23.3602317,85.5021474,,double_half,local,attendant,,,,https://www.openstreetmap.org/node/9052939502
osm-node-9053101721,9053101721,Ranchi,23.3519326,85.6438535,,,,,,,,https://www.openstreetmap.org/node/9053101721
osm-node-9053145230,9053145230,Ranchi,23.3568901,85.6355345,,,,,,,,https://www.openstreetmap.org/node/9053145230
osm-node-9053265493,9053265493,Ranchi,23.3672371,85.4706859,,,,,,,,https://www.openstreetmap.org/node/9053265493
osm-node-9057601375,9057601375,Ranchi,23.3508996,85.8333717,,full,local,attendant,,,,https://www.openstreetmap.org/node/9057601375
osm-node-9061445631,9061445631,Ranchi,23.6515958,84.9594913,,,,,,,,https://www.openstreetmap.org/node/9061445631
osm-node-9061641073,9061641073,Ranchi,23.5557818,85.407681,,,,,,,,https://www.openstreetmap.org/node/9061641073
osm-node-9062029067,9062029067,Ranchi,23.6917894,85.2118453,,,,,,,,https://www.openstreetmap.org/node/9062029067
osm-node-9062029068,9062029068,Ranchi,23.6917853,85.2119048,,,,,,,,https://www.openstreetmap.org/node/9062029068
osm-node-9062140947,9062140947,Ranchi,23.6962549,85.1866463,,,,,,,,https://www.openstreetmap.org/node/9062140947
osm-node-9062140948,9062140948,Ranchi,23.6962016,85.1866359,,,,,,,,https://www.openstreetmap.org/node/9062140948
osm-node-9065135273,9065135273,Ranchi,23.6596341,85.0277498,,,,,,,,https://www.openstreetmap.org/node/9065135273
osm-node-9069129002,9069129002,Ranchi,23.6745553,85.219583,,,,,,,,https://www.openstreetmap.org/node/9069129002
osm-node-9069161724,9069161724,Ranchi,23.6745986,85.2196074,,,,,,,,https://www.openstreetmap.org/node/9069161724
osm-node-9069167839,9069167839,Ranchi,23.6764279,85.2138718,,,,,,,,https://www.openstreetmap.org/node/9069167839
osm-node-9069167885,9069167885,Ranchi,23.676527,85.2139363,,,,,,,,https://www.openstreetmap.org/node/9069167885
osm-node-9075763527,9075763527,Ranchi,23.6829918,84.9655064,,,,,,,,https://www.openstreetmap.org/node/9075763527
osm-node-9075934085,9075934085,Ranchi,23.6870676,84.9695331,,,,,,,,https://www.openstreetmap.org/node/9075934085
osm-node-9086089850,9086089850,Ranchi,23.6953414,84.9695985,,,,,,,,https://www.openstreetmap.org/node/9086089850
osm-node-9221648778,9221648778,Ranchi,23.377084,85.8686196,,,,,,,,https://www.openstreetmap.org/node/9221648778
osm-node-9221648781,9221648781,Ranchi,23.3771878,85.8685504,,,,,,,,https://www.openstreetmap.org/node/9221648781
osm-node-9221648808,9221648808,Ranchi,23.3771254,85.868592,,,,,,,,https://www.openstreetmap.org/node/9221648808
osm-node-9221688423,9221688423,Ranchi,23.3770496,85.8686425,,,,,,,,https://www.openstreetmap.org/node/9221688423
osm-node-9232354909,9232354909,Ranchi,23.3130985,85.3077855,,no,,,,,,https://www.openstreetmap.org/node/9232354909
osm-node-9232354911,9232354911,Ranchi,23.3060342,85.3091917,,no,,,,,,https://www.openstreetmap.org/node/9232354911
osm-node-9232462560,9232462560,Ranchi,23.306042,85.3092245,,no,,,,,,https://www.openstreetmap.org/node/9232462560
osm-node-9232462566,9232462566,Ranchi,23.3060236,85.3091471,,no,,,,,,https://www.openstreetmap.org/node/9232462566
osm-node-9232462572,9232462572,Ranchi,23.3059448,85.3090404,,no,,,,,,https://www.openstreetmap.org/node/9232462572
osm-node-9232462575,9232462575,Ranchi,23.3131034,85.3078529,,no,,,,,,https://www.openstreetmap.org/node/9232462575
osm-node-9232462596,9232462596,Ranchi,23.3122358,85.3073269,,no,,,,,,https://www.openstreetmap.org/node/9232462596
osm-node-9232462597,9232462597,Ranchi,23.3122451,85.3073866,,no,,,,,,https://www.openstreetmap.org/node/9232462597
osm-node-9232532317,9232532317,Ranchi,23.3131486,85.3071923,,no,,,,,,https://www.openstreetmap.org/node/9232532317
osm-node-9232532329,9232532329,Ranchi,23.3131499,85.3071535,,no,,,,,,https://www.openstreetmap.org/node/9232532329
osm-node-9233007077,9233007077,Ranchi,23.3060655,85.3092824,,no,,,,,,https://www.openstreetmap.org/node/9233007077
osm-node-9233007085,9233007085,Ranchi,23.3069156,85.3084004,,no,,,,,,https://www.openstreetmap.org/node/9233007085
osm-node-9233007089,9233007089,Ranchi,23.3122544,85.3074463,,no,,,,,,https://www.openstreetmap.org/node/9233007089
osm-node-9233007099,9233007099,Ranchi,23.3130916,85.3076881,,no,,,,,,https://www.openstreetmap.org/node/9233007099
osm-node-9233007105,9233007105,Ranchi,23.3130957,85.3077449,,no,,,,,,https://www.openstreetmap.org/node/9233007105
osm-node-9233007108,9233007108,Ranchi,23.3059033,85.3088938,,no,,,,,,https://www.openstreetmap.org/node/9233007108
osm-node-9233007112,9233007112,Ranchi,23.3130823,85.307557,,no,,,,,,https://www.openstreetmap.org/node/9233007112
osm-node-9233016272,9233016272,Ranchi,23.3069255,85.3084648,,no,,,,,,https://www.openstreetmap.org/node/9233016272
osm-node-9233016276,9233016276,Ranchi,23.3130679,85.3073556,,no,,,,,,https://www.openstreetmap.org/node/9233016276
osm-node-9233016284,9233016284,Ranchi,23.3130855,85.3076028,,no,,,,,,https://www.openstreetmap.org/node/9233016284
osm-node-9233016288,9233016288,Ranchi,23.3130638,85.307299,,no,,,,,,https://www.openstreetmap.org/node/9233016288
osm-node-9233016291,9233016291,Ranchi,23.313119,85.3080716,,no,,,,,,https://www.openstreetmap.org/node/9233016291
osm-node-9233016292,9233016292,Ranchi,23.3131184,85.3080634,,no,,,,,,https://www.openstreetmap.org/node/9233016292
osm-node-9233016293,9233016293,Ranchi,23.3131163,85.3080343,,no,,,,,,https://www.openstreetmap.org/node/9233016293
osm-node-9233016294,9233016294,Ranchi,23.3131121,85.3079754,,no,,,,,,https://www.openstreetmap.org/node/9233016294
osm-node-9233016295,9233016295,Ranchi,23.3131115,85.3079667,,no,,,,,,https://www.openstreetmap.org/node/9233016295
osm-node-9233016297,9233016297,Ranchi,23.3131067,85.3079005,,no,,,,,,https://www.openstreetmap.org/node/9233016297
osm-node-9233022986,9233022986,Ranchi,23.3141551,85.3051584,,no,,,,,,https://www.openstreetmap.org/node/9233022986
osm-node-9233022987,9233022987,Ranchi,23.3141696,85.3051255,,no,,,,,,https://www.openstreetmap.org/node/9233022987
osm-node-9233022988,9233022988,Ranchi,23.314231,85.3050057,,no,,,,,,https://www.openstreetmap.org/node/9233022988
osm-node-9233558769,9233558769,Ranchi,23.2886141,85.2910531,,,,,,,,https://www.openstreetmap.org/node/9233558769
osm-node-9233561577,9233561577,Ranchi,23.3031476,85.2954781,,,,,,,,https://www.openstreetmap.org/node/9233561577
osm-node-9233561581,9233561581,Ranchi,23.3032166,85.2927338,,,,,,,,https://www.openstreetmap.org/node/9233561581
osm-node-9233561585,9233561585,Ranchi,23.3032004,85.2954768,,,,,,,,https://www.openstreetmap.org/node/9233561585
osm-node-9233561587,9233561587,Ranchi,23.3031439,85.2927332,,,,,,,,https://www.openstreetmap.org/node/9233561587
osm-node-9233840295,9233840295,Ranchi,23.2951854,85.286433,,no,,,,,,https://www.openstreetmap.org/node/9233840295
osm-node-9233840299,9233840299,Ranchi,23.2951572,85.2849695,,no,,,,,,https://www.openstreetmap.org/node/9233840299
osm-node-9233840302,9233840302,Ranchi,23.2950675,85.284497,,no,,,,,,https://www.openstreetmap.org/node/9233840302
osm-node-9233840305,9233840305,Ranchi,23.2951314,85.2864331,,no,,,,,,https://www.openstreetmap.org/node/9233840305
osm-node-9233840308,9233840308,Ranchi,23.2950526,85.2844972,,no,,,,,,https://www.openstreetmap.org/node/9233840308
osm-node-9233840309,9233840309,Ranchi,23.2950648,85.2828124,,no,,,,,,https://www.openstreetmap.org/node/9233840309
osm-node-9233840310,9233840310,Ranchi,23.2950478,85.281682,,no,,,,,,https://www.openstreetmap.org/node/9233840310
osm-node-9233840315,9233840315,Ranchi,23.2962884,85.2827928,,no,,,,,,https://www.openstreetmap.org/node/9233840315
osm-node-9233840316,9233840316,Ranchi,23.2962844,85.2816467,,no,,,,,,https://www.openstreetmap.org/node/9233840316
osm-node-9233871201,9233871201,Ranchi,23.2886128,85.287119,,,,,,,,https://www.openstreetmap.org/node/9233871201
osm-node-9233871204,9233871204,Ranchi,23.2908842,85.2871106,,,,,,,,https://www.openstreetmap.org/node/9233871204
osm-node-9233871205,9233871205,Ranchi,23.2908866,85.2910196,,,,,,,,https://www.openstreetmap.org/node/9233871205
osm-node-9233871206,9233871206,Ranchi,23.2908866,85.2935977,,,,,,,,https://www.openstreetmap.org/node/9233871206
osm-node-9233871209,9233871209,Ranchi,23.2908794,85.296665,,,,,,,,https://www.openstreetmap.org/node/9233871209
osm-node-9233878070,9233878070,Ranchi,23.2946805,85.2844952,,no,,,,,,https://www.openstreetmap.org/node/9233878070
osm-node-9233878072,9233878072,Ranchi,23.2946596,85.2828256,,no,,,,,,https://www.openstreetmap.org/node/9233878072
osm-node-9233878073,9233878073,Ranchi,23.2946606,85.2825541,,no,,,,,,https://www.openstreetmap.org/node/9233878073
osm-node-9233878078,9233878078,Ranchi,23.2946794,85.2849984,,no,,,,,,https://www.openstreetmap.org/node/9233878078
osm-node-9233878091,9233878091,Ranchi,23.295182,85.284969,,no,,,,,,https://www.openstreetmap.org/node/9233878091
osm-node-9233878092,9233878092,Ranchi,23.2951831,85.2844955,,no,,,,,,https://www.openstreetmap.org/node/9233878092
osm-node-9233878107,9233878107,Ranchi,23.2930029,85.2816917,,,,,,,,https://www.openstreetmap.org/node/9233878107
osm-node-9233883973,9233883973,Ranchi,23.2909138,85.2844644,,,,,,,,https://www.openstreetmap.org/node/9233883973
osm-node-9233883977,9233883977,Ranchi,23.2908362,85.2871103,,,,,,,,https://www.openstreetmap.org/node/9233883977
osm-node-9233883981,9233883981,Ranchi,23.2908337,85.2910201,,,,,,,,https://www.openstreetmap.org/node/9233883981
osm-node-9233883985,9233883985,Ranchi,23.2908324,85.2966649,,,,,,,,https://www.openstreetmap.org/node/9233883985
osm-node-9233883989,9233883989,Ranchi,23.2908184,85.2935991,,,,,,,,https://www.openstreetmap.org/node/9233883989
osm-node-9233883995,9233883995,Ranchi,23.2907892,85.3001633,,,,,,,,https://www.openstreetmap.org/node/9233883995
osm-node-9233884009,9233884009,Ranchi,23.2907058,85.2844663,,,,,,,,https://www.openstreetmap.org/node/9233884009
osm-node-9233884010,9233884010,Ranchi,23.2908419,85.2844658,,,,,,,,https://www.openstreetmap.org/node/9233884010
osm-node-9233884011,9233884011,Ranchi,23.290858,85.2844644,,,,,,,,https://www.openstreetmap.org/node/9233884011
osm-node-9233885327,9233885327,Ranchi,23.2886263,85.2895305,,,,,,,,https://www.openstreetmap.org/node/9233885327
osm-node-9233885330,9233885330,Ranchi,23.2885905,85.2895307,,,,,,,,https://www.openstreetmap.org/node/9233885330
osm-node-9233885335,9233885335,Ranchi,23.2887207,85.2871168,,,,,,,,https://www.openstreetmap.org/node/9233885335
osm-node-9233885522,9233885522,Ranchi,23.291788,85.3001182,,,,,,,,https://www.openstreetmap.org/node/9233885522
osm-node-9233885527,9233885527,Ranchi,23.2919038,85.2974626,,,,,,,,https://www.openstreetmap.org/node/9233885527
osm-node-9233885570,9233885570,Ranchi,23.2904629,85.2966555,,,,,,,,https://www.openstreetmap.org/node/9233885570
osm-node-9233885572,9233885572,Ranchi,23.2904894,85.3001716,,,,,,,,https://www.openstreetmap.org/node/9233885572
osm-node-9233885583,9233885583,Ranchi,23.2945922,85.286439,,no,,,,,,https://www.openstreetmap.org/node/9233885583
osm-node-9233885647,9233885647,Ranchi,23.2970013,85.2864299,,no,,,,,,https://www.openstreetmap.org/node/9233885647
osm-node-9233885653,9233885653,Ranchi,23.2965872,85.2837752,,no,,,,,,https://www.openstreetmap.org/node/9233885653
osm-node-9233885666,9233885666,Ranchi,23.2946672,85.2816757,,no,,,,,,https://www.openstreetmap.org/node/9233885666
osm-node-9233954809,9233954809,Ranchi,23.3069036,85.308324,,no,,,,,,https://www.openstreetmap.org/node/9233954809
osm-node-9233954810,9233954810,Ranchi,23.3069026,85.3083156,,no,,,,,,https://www.openstreetmap.org/node/9233954810
osm-node-9233954811,9233954811,Ranchi,23.3068966,85.3082766,,no,,,,,,https://www.openstreetmap.org/node/9233954811
osm-node-9233954812,9233954812,Ranchi,23.3068961,85.3082733,,no,,,,,,https://www.openstreetmap.org/node/9233954812
osm-node-9233992171,9233992171,Ranchi,23.3123297,85.3068054,,no,,,,,,https://www.openstreetmap.org/node/9233992171
osm-node-9233992175,9233992175,Ranchi,23.3137116,85.3066059,,no,,,,,,https://www.openstreetmap.org/node/9233992175
osm-node-9233992181,9233992181,Ranchi,23.3123194,85.3067559,,no,,,,,,https://www.openstreetmap.org/node/9233992181
osm-node-9233992185,9233992185,Ranchi,23.3137035,85.306536,,no,,,,,,https://www.openstreetmap.org/node/9233992185
osm-node-9233992192,9233992192,Ranchi,23.3131564,85.3072284,,no,,,,,,https://www.openstreetmap.org/node/9233992192
osm-node-9233992202,9233992202,Ranchi,23.312328,85.3069687,,no,,,,,,https://www.openstreetmap.org/node/9233992202
osm-node-9233992204,9233992204,Ranchi,23.3123032,85.306681,,no,,,,,,https://www.openstreetmap.org/node/9233992204
osm-node-9233992205,9233992205,Ranchi,23.3122927,85.3066219,,no,,,,,,https://www.openstreetmap.org/node/9233992205
osm-node-9233992209,9233992209,Ranchi,23.3136943,85.3064556,,no,,,,,,https://www.openstreetmap.org/node/9233992209
osm-node-9233992210,9233992210,Ranchi,23.3136844,85.3064013,,no,,,,,,https://www.openstreetmap.org/node/9233992210
osm-node-9233992213,9233992213,Ranchi,23.3059137,85.3089304,,no,,,,,,https://www.openstreetmap.org/node/9233992213
osm-node-9233993293,9233993293,Ranchi,23.3122637,85.307506,,no,,,,,,https://www.openstreetmap.org/node/9233993293
osm-node-9233996838,9233996838,Ranchi,23.3143554,85.3059158,,no,,,,,,https://www.openstreetmap.org/node/9233996838
osm-node-9233996850,9233996850,Ranchi,23.3143507,85.3059855,,no,,,,,,https://www.openstreetmap.org/node/9233996850
osm-node-9233996927,9233996927,Ranchi,23.3086843,85.3065011,,no,,,,,,https://www.openstreetmap.org/node/9233996927
osm-node-9233996928,9233996928,Ranchi,23.3086828,85.3065399,,no,,,,,,https://www.openstreetmap.org/node/9233996928
osm-node-9233996934,9233996934,Ranchi,23.3143578,85.3058809,,no,,,,,,https://www.openstreetmap.org/node/9233996934
osm-node-9233996935,9233996935,Ranchi,23.3147037,85.3062401,,no,,,,,,https://www.openstreetmap.org/node/9233996935
osm-node-9233996938,9233996938,Ranchi,23.311591,85.3071018,,no,,,,,,https://www.openstreetmap.org/node/9233996938
osm-node-9233996939,9233996939,Ranchi,23.3115827,85.3070322,,no,,,,,,https://www.openstreetmap.org/node/9233996939
osm-node-9233996941,9233996941,Ranchi,23.311607,85.3069102,,no,,,,,,https://www.openstreetmap.org/node/9233996941
osm-node-9233996943,9233996943,Ranchi,23.311603,85.3068473,,no,,,,,,https://www.openstreetmap.org/node/9233996943
osm-node-9233996952,9233996952,Ranchi,23.3147132,85.3061707,,no,,,,,,https://www.openstreetmap.org/node/9233996952
osm-node-9233997118,9233997118,Ranchi,23.3143531,85.3059506,,no,,,,,,https://www.openstreetmap.org/node/9233997118
osm-node-9234107360,9234107360,Ranchi,23.3736594,85.4445968,,,,,,,,https://www.openstreetmap.org/node/9234107360
osm-node-9300477061,9300477061,Ranchi,23.3528324,85.8159673,,full,local,attendant,,,,https://www.openstreetmap.org/node/9300477061
osm-node-9300477074,9300477074,Ranchi,23.3508635,85.8333683,,full,local,attendant,,,,https://www.openstreetmap.org/node/9300477074
osm-node-9300477076,9300477076,Ranchi,23.3497865,85.8445676,,full,,attendant,,,,https://www.openstreetmap.org/node/9300477076
osm-node-9300477085,9300477085,Ranchi,23.3522814,85.8552441,,full,local,attendant,,,,https://www.openstreetmap.org/node/9300477085
osm-node-9300477086,9300477086,Ranchi,23.3572763,85.8641083,,,,,,,,https://www.openstreetmap.org/node/9300477086
osm-node-9300477644,9300477644,Ranchi,23.3668254,85.7940099,,full,local,attendant,,,,https://www.openstreetmap.org/node/9300477644
osm-node-9403326272,9403326272,Ranchi,23.3340696,85.1853356,,no,,,,,,https://www.openstreetmap.org/node/9403326272
osm-node-9403436100,9403436100,Ranchi,23.3580821,85.4071321,,,,,,,,https://www.openstreetmap.org/node/9403436100
osm-node-9403707873,9403707873,Ranchi,23.3511716,85.3670022,,,,,,,,https://www.openstreetmap.org/node/9403707873
osm-node-9403752005,9403752005,Ranchi,23.3495729,85.3431423,,,,,,,,https://www.openstreetmap.org/node/9403752005
osm-node-9403752013,9403752013,Ranchi,23.3494978,85.3431986,,,,,,,,https://www.openstreetmap.org/node/9403752013
osm-node-9403752523,9403752523,Ranchi,23.3493717,85.3529555,,full,local,attendant,,,,https://www.openstreetmap.org/node/9403752523
osm-node-9403752666,9403752666,Ranchi,23.3580313,85.4071483,,,,,,,,https://www.openstreetmap.org/node/9403752666
osm-node-9403752688,9403752688,Ranchi,23.3510811,85.367025,,,,,,,,https://www.openstreetmap.org/node/9403752688
osm-node-9403752700,9403752700,Ranchi,23.3520522,85.384633,,,,,,,,https://www.openstreetmap.org/node/9403752700
osm-node-9441924874,9441924874,Ranchi,23.6512552,84.9518089,,full,local,attendant,,,,https://www.openstreetmap.org/node/9441924874
osm-node-9442684171,9442684171,Ranchi,23.6620488,84.962553,,no,,,,,,https://www.openstreetmap.org/node/9442684171
osm-node-9442684172,9442684172,Ranchi,23.6620909,84.9626237,,no,,,,,,https://www.openstreetmap.org/node/9442684172
osm-node-9442695346,9442695346,Ranchi,23.6903019,84.969659,,no,,,,,,https://www.openstreetmap.org/node/9442695346
osm-node-9691992502,9691992502,Ranchi,23.3364458,85.2916289,,,,,,,,https://www.openstreetmap.org/node/9691992502
osm-node-10748090731,10748090731,Ranchi,23.3631428,85.5712092,,,,,,,,https://www.openstreetmap.org/node/10748090731
osm-node-12175341066,12175341066,Ranchi,23.2990014,85.3073177,,,,,,,,https://www.openstreetmap.org/node/12175341066
osm-node-12175341084,12175341084,Ranchi,23.2990918,85.3074124,,,,,,,,https://www.openstreetmap.org/node/12175341084
